X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.8706625,43.1977795,319883682,5967313,Pharmacy,Retail Pharmacy,Rexall #203,,,,505 Rymal Road  East,,,Hamilton,L8W3X1,2024/06/25 13:33:49+00,2024/06/25 11:52:13+00,2024/06/25 21:54:59+00,2167649
-75.6384104,45.4439826,319879494,7530,Hospital,Corporation,Hopital Montfort,,Hopital Montfort,,713 chemin Montreal,,,Ottawa,K1K0T2,2024/06/25 13:34:24+00,2024/06/25 11:43:14+00,2024/06/25 21:54:59+00,2167665
-79.0917911,43.0935696,319879670,9623,Hospital,Site,Niagara Health System - Greater Niagara,,Niagara Health System,,5546 Portage Road,,,Niagara Falls,L2E6X2,2024/06/25 13:36:23+00,2024/06/25 11:43:36+00,2024/06/25 21:54:59+00,2167681
-79.5100127,43.7010418,319878875,4380,Long-Term Care Home,For-Profit,Weston Terrace Community,,,,2005 Lawrence Avenue West,,,Toronto,M9N3V4,2024/06/25 13:36:32+00,2024/06/25 11:41:51+00,2024/06/25 21:54:59+00,2167697
-79.8281865,43.7566504,319884292,6728918,Pharmacy,Retail Pharmacy,Southfields Pharmasave Pharm,,,,12531 Kennedy Road,,,Caledon,L7C3T6,2024/06/25 13:35:38+00,2024/06/25 11:53:27+00,2024/06/25 21:54:59+00,2167713
-78.3191809,44.3061483,319877129,1950,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Four Counties Addiction Services Team Inc.,,,,130 Hunter Street West,Suite: 200,Administration and Practice Location,Peterborough,K9H2K8,2024/06/25 13:34:53+00,2024/06/25 11:37:41+00,2024/06/25 21:54:59+00,2167729
-79.4722706,43.7664224,319880188,31090,Mental Health and Addiction Organization,Addiction Services,Addiction Services Central Ontario,,,,2 Champagne Drive,Suite: D5,Practice Location,North York,M3J0K2,2024/06/25 13:34:15+00,2024/06/25 11:44:48+00,2024/06/25 21:54:59+00,2167745
-78.9443317,43.8559944,319879554,8507,HIV/AIDS and Hep C Programs,"HCV Team, HIV Clinical Services, HIV POC Testing","Lakeridge Health, Positive Care Clinic",,,,300 Gordon Street,,Practice Location,Whitby,L1N5T2,2024/06/25 13:36:25+00,2024/06/25 11:43:22+00,2024/06/25 21:54:59+00,2167761
-79.4587966,43.8479314,319881324,1948236,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1170,,,,9306 Bathurst Street,,,Vaughan,L6A4N9,2024/06/25 13:34:06+00,2024/06/25 11:47:18+00,2024/06/25 21:54:59+00,2167777
-80.5537573,43.4254335,319882226,3768596,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1438,,,,235 Ira Needles Boulevard.,,,Kitchener,N2N0B2,2024/06/25 13:37:30+00,2024/06/25 11:49:18+00,2024/06/25 21:54:59+00,2167793
-79.4513786,44.0413,319880961,1238765,Integrated Community Health Services Centre,Radiography,Bayview Diagnostic Imaging,,,,535 Mulock Drive,,,Newmarket,L3Y5H2,2024/06/25 13:37:39+00,2024/06/25 11:46:31+00,2024/06/25 21:54:59+00,2167809
-75.7444427,45.267288,319880391,127071,Pharmacy,Retail Pharmacy,The Drug Store Pharmacy #1035,,,,3201 Greenbank Road,,,Ottawa,K2J4H9,2024/06/25 13:36:14+00,2024/06/25 11:45:15+00,2024/06/25 21:54:59+00,2167825
-75.7579307,45.2871,319885958,8723152,Pharmacy,Retail Pharmacy,Health Haven Pharmacy,,,,3780 Fallowfield Road,9,,Ottawa,K2J1A1,2024/06/25 13:37:04+00,2024/06/25 11:57:04+00,2024/06/25 21:54:59+00,2167841
-79.5950216,43.6180044,319882480,4218215,Pharmacy,Retail Pharmacy,Main Drug Mart,,,,3415 Dixie Road,,,Mississauga,L4Y2B1,2024/06/25 13:33:58+00,2024/06/25 11:49:51+00,2024/06/25 21:54:59+00,2167857
-79.3140532,45.0463248,319879681,9681,Hospital,Site,Muskoka Algonquin Healthcare - Bracebridge,,Muskoka Algonquin Healthcare,,75 Ann Street,,,Bracebridge,P1L2E4,2024/06/25 13:36:23+00,2024/06/25 11:43:37+00,2024/06/25 21:54:59+00,2167873
-79.9098003,44.7377023,319884180,6590799,Pharmacy,Retail Pharmacy,Midland Guardian Pharmacy,,,,9225 County Road  93,19,,Midland,L4R4K4,2024/06/25 13:35:41+00,2024/06/25 11:53:14+00,2024/06/25 21:54:59+00,2167889
-79.2612466,43.7619484,319887428,9000000223,Seniors Active Living Centre,,"City of Toronto, Parks Forestry & Recreation East District - Birkdale Community Centre",,,,1299 Ellesmere Road,,,Scarborough,M1P2Y2,2024/06/25 13:36:49+00,2024/06/25 12:01:32+00,2024/06/25 21:54:59+00,2167905
-79.4070545,44.5951843,319887755,N0509,Licenced Retirement Home,,Lake Simcoe Retirement & Assisted Living,,,,24 Simcoe Street,,,Orillia,L3V1G4,2024/06/25 13:33:14+00,2024/06/25 12:02:34+00,2024/06/25 21:54:59+00,2167921
-81.2300071,42.9893436,319885037,7635151,Pharmacy,Retail Pharmacy,Chapmans'S Pharmacy,,,,650 Dundas Street,648,,London,N5W2Y8,2024/06/25 13:33:37+00,2024/06/25 11:55:08+00,2024/06/25 21:54:59+00,2167937
-79.3548966,43.7501114,319878320,4007,Community Support Services,,Aphasia Institute,,Toronto Aphasia Institute,,73 Scarsdale Road,,,Toronto,M3B2R2,2024/06/25 13:34:43+00,2024/06/25 11:40:27+00,2024/06/25 21:54:59+00,2167953
-81.474224,43.3461196,319887860,S0117,Licenced Retirement Home,,Exeter Villa,,,,155 John Street East,,,Exeter,N0M1S1,2024/06/25 13:33:10+00,2024/06/25 12:02:55+00,2024/06/25 21:54:59+00,2167969
-79.4722706,43.7664224,319882776,4709097,Pharmacy,Allergen Supplier,Jag Extracts Ltd,,,,2 Champagne Drive,,,Toronto,M3J2C5,2024/06/25 13:35:53+00,2024/06/25 11:50:26+00,2024/06/25 21:54:59+00,2167985
-80.9960078,46.466916,319876878,959,Children's Treatment Centre,Site,Health Sciences North,,SUDBURY Health Sciences North,,41 Ramsay Lake Road,,,GREATER SUDBURY,P3E5J1,2024/06/25 13:38:01+00,2024/06/25 11:37:09+00,2024/06/25 21:54:59+00,2168001
-80.2519484,43.2442685,319885809,8554316,Pharmacy,Retail Pharmacy,The Medicine Shoppe Phcy #214,,,,69 Main Street  S,,,St George,N0E1N0,2024/06/25 13:35:21+00,2024/06/25 11:56:47+00,2024/06/25 21:54:59+00,2168017
-79.3778296,43.6536144,319884708,7248070,Pharmacy,Hospital Outpatient Dispensiary,Prescription Care Centre,,,,30 Bond Street,,,Toronto,M5B1W8,2024/06/25 13:37:11+00,2024/06/25 11:54:20+00,2024/06/25 21:54:59+00,2168033
-79.4014046,43.6476504,319881777,2945353,Pharmacy,Retail Pharmacy,Loblaw Pharmacy #1000,,,,585 Queen Street  W,,,Toronto,M5V2B7,2024/06/25 13:35:56+00,2024/06/25 11:48:20+00,2024/06/25 21:54:59+00,2168049
-75.7402867,45.384985,319883818,6118033,Pharmacy,Retail Pharmacy,Rexall #2006,,,,1415 Carling Ave,,,Ottawa,K1Z7L6,2024/06/25 13:33:46+00,2024/06/25 11:52:31+00,2024/06/25 21:54:59+00,2168065
-79.3631606,43.6495194,319887519,9000000331,Seniors Active Living Centre,,Les Centres d'Accueil Heritage - Centre des Pionniers,,,,33 Hahn Place,Suite 206,,Toronto,M5A4G2,2024/06/25 13:36:48+00,2024/06/25 12:01:48+00,2024/06/25 21:54:59+00,2168081
-79.4444786,43.7820004,319883871,6179976,Pharmacy,Long Term Care Facility,Cheltenham Community,,,,5935 Bathurst Street,,,Willowdale,M2R1Y8,2024/06/25 13:33:45+00,2024/06/25 11:52:38+00,2024/06/25 21:54:59+00,2168097
-80.940834,44.5703793,319877301,2248,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Canadian Mental Health Association (CMHA) Grey Bruce,,,,1101 2nd Avenue East,Suite: 207,Practice Location,Owen Sound,N4K2J1,2024/06/25 13:34:50+00,2024/06/25 11:38:08+00,2024/06/25 21:54:59+00,2168113
-75.1601218,45.4383329,319885862,8607956,Pharmacy,Retail Pharmacy,Pharmacie Bourget Pharmacy,,,,3 Street  Pierre Street,,,Bourget,K0A1E0,2024/06/25 13:35:19+00,2024/06/25 11:56:53+00,2024/06/25 21:54:59+00,2168129
-78.7061748,43.9083233,319882181,3677391,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #911,,,,2401 Highway 2,3,,Bowmanville,L1C4V4,2024/06/25 13:37:32+00,2024/06/25 11:49:13+00,2024/06/25 21:54:59+00,2168145
-81.2542101,42.9814716,319878479,4112,Community Support Services,,"Cheshire Homes Of London, Inc.",,"London Cheshire Homes Of London, Inc",,50 King Street,3rd floor,,London,N6A5L7,2024/06/25 13:34:38+00,2024/06/25 11:40:51+00,2024/06/25 21:54:59+00,2168161
-80.3144483,43.3902705,319877915,3550,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,LifeLabs,,,,350 Conestoga Boulevard,,Practice Address,Cambridge,N1R7L7,2024/06/25 13:37:54+00,2024/06/25 11:39:34+00,2024/06/25 21:54:59+00,2168177
-78.8634208,43.8962693,319882901,4942673,Pharmacy,Retail Pharmacy,Oshawa Discount Pharmacy,,,,44 Simcoe Street North,2,,Oshawa,L1G4S1,2024/06/25 13:35:51+00,2024/06/25 11:50:39+00,2024/06/25 21:54:59+00,2168193
-79.3746156,43.6498004,319877705,3212,Mental Health and Addiction Organization,Mental Health Services,Institute for Advancements in Mental Health,,,,95 King Street East,Suite: 300,Administration and Practice Location,Toronto,M5C1G4,2024/06/25 13:37:58+00,2024/06/25 11:39:03+00,2024/06/25 21:54:59+00,2168209
-79.2662006,43.8018004,319888197,T0291,Licenced Retirement Home,,Bethseda Home,,,,76 Silversted Drive,,,Scarborough,M1S3A5,2024/06/25 13:35:01+00,2024/06/25 12:04:06+00,2024/06/25 21:54:59+00,2168225
-79.1148488,43.0491585,319881203,1633897,Pharmacy,Allergen Supplier,Michael Alexander Med Profess,,,,4728 Dorchester Road,11,,Niagara Falls,L2E7H9,2024/06/25 13:34:08+00,2024/06/25 11:47:01+00,2024/06/25 21:54:59+00,2168241
-75.7428007,45.2852299,319884778,7319242,Integrated Community Health Services Centre,Obs/Gyn Ultrasound,Can Med Equipment Inc.,,,,605 Longfields Drive,,,Nepean,K2J5N2,2024/06/25 13:37:10+00,2024/06/25 11:54:29+00,2024/06/25 21:54:59+00,2168257
-77.678979,45.488638,319877806,3339,Mental Health and Addiction Organization,Mental Health Services,Pembroke Regional Hospital Mental Health Services,,,,19663 Opeongo Line,,Practice Location,Barry's Bay,K0J1B0,2024/06/25 13:37:56+00,2024/06/25 11:39:18+00,2024/06/25 21:54:59+00,2168273
-79.8001815,43.6279284,319885209,7874954,Pharmacy,Retail Pharmacy,Lionhead Pharmacy,,,,8405 Financial Drive,,,Brampton,L6Y1M1,2024/06/25 13:33:33+00,2024/06/25 11:55:34+00,2024/06/25 21:54:59+00,2168289
-80.6735402,43.7477575,319878851,4363,Community Support Services,,The Corporation Of The Township Of Mapleton,,Wellington The Corp. Of Township,,PO Box 160,,,Mapleton,N0G1P0,2024/06/25 13:36:34+00,2024/06/25 11:41:48+00,2024/06/25 21:54:59+00,2168305
-79.7429225,43.7178914,319884468,6958991,Pharmacy,Retail Pharmacy,Saveonrx Howden Pharmacy,,,,375 Howden Boulevard,2,,Brampton,L6S4L6,2024/06/25 13:35:30+00,2024/06/25 11:53:49+00,2024/06/25 21:54:59+00,2168321
-81.0191775,49.0696886,319876747,173,Family Health Team,Site,Cochrane Family Health Team,,,,233 Eight Street,Unit 4,,Cochrane,P0L1C0,2024/06/25 13:38:06+00,2024/06/25 11:36:51+00,2024/06/25 21:54:59+00,2168337
-80.6501062,43.5240535,319885632,8366350,Pharmacy,Retail Pharmacy,Saint Clements Pharmacy,,,,3650 Lobsinger Line,5,,Saint Clements,N0B2M0,2024/06/25 13:35:25+00,2024/06/25 11:56:26+00,2024/06/25 21:54:59+00,2168353
-80.3934502,44.1689514,319886274,9065316,Pharmacy,Retail Pharmacy,Dundalk Pharmacy & Homecare,,,,55 Proton Street  N,,,Dundalk,N0C1B0,2024/06/25 13:36:55+00,2024/06/25 11:57:58+00,2024/06/25 21:54:59+00,2168369
-79.4812836,43.6302594,319884537,7039073,Pharmacy,Retail Pharmacy,Sobeys Pharmacy #7222,,,,125 The Queensway,,,Etobicoke,M8Y1H6,2024/06/25 13:37:15+00,2024/06/25 11:53:57+00,2024/06/25 21:54:59+00,2168385
-79.8223882,43.3910791,319881658,2675538,Integrated Community Health Services Centre,"Bone Mineral DXA, Mammography, Radiography, General Ultrasound",Wentworth-Halton X-Ray and Ultrasound Inc.,,,,2951 Walkers Line,,,Burlington,L7M4Y1,2024/06/25 13:35:59+00,2024/06/25 11:48:03+00,2024/06/25 21:54:59+00,2168401
-79.4492576,44.1368483,319886543,9288914,Pharmacy,Retail Pharmacy,Queensville Pharmacy,,,,20415 Leslie Street,2,,Queensville,L0G1R0,2024/06/25 13:33:24+00,2024/06/25 11:58:54+00,2024/06/25 21:54:59+00,2168417
-82.6494943,46.3857421,319879465,7251,Mental Health and Addiction Organization,Mental Health Services,Health Sciences North,Horizon santé-Nord,,,31 Nova Scotia Walk,Suite: 301,Practice Location,Elliot Lake,P5A1Y9,2024/06/25 13:34:23+00,2024/06/25 11:43:10+00,2024/06/25 21:54:59+00,2168433
-79.4587866,43.6544744,319879251,4839,Community Support Services,,West Toronto Support Services For Senior Citizens & The Disabled Inc.,,Toronto West Toronto Support Serv,,1709 Bloor Street West,,,Toronto,M6P4E5,2024/06/25 13:34:29+00,2024/06/25 11:42:43+00,2024/06/25 21:54:59+00,2168449
-92.8309736,49.7748233,319879122,4567,Community Support Services,,Grace Haven Lutheran Community Care Centre,,Dryden Grace Haven Lutheran Comm,,11 Schmidt Crescent,,,Dryden,P8N1R1,2024/06/25 13:36:26+00,2024/06/25 11:42:26+00,2024/06/25 21:54:59+00,2168465
-79.6717075,43.5907374,319884264,6705354,Pharmacy,Retail Pharmacy,Century City Pharmacy,,,,5025 Heatherleigh Ave,6,,Mississauga,L5V2Y7,2024/06/25 13:35:37+00,2024/06/25 11:53:24+00,2024/06/25 21:54:59+00,2168481
-80.3574221,43.4540913,319877110,1907,Long-Term Care Home,For-Profit,Cambridge Country Manor,,,,"3680 Speedsville Road,",,,Cambridge,N3H4R6,2024/06/25 13:34:55+00,2024/06/25 11:37:39+00,2024/06/25 21:54:59+00,2168497
-75.3098677999999,45.269244,319884967,7550795,Pharmacy,Retail Pharmacy,Notre Dame Pharmacy,,,,649 Notre Dame Street,104,,Embrun,K0A1W1,2024/06/25 13:37:06+00,2024/06/25 11:54:55+00,2024/06/25 21:54:59+00,2168513
-81.1409158,46.425101,319887570,N0053,Licenced Retirement Home,,Chartwell Meadowbrook Retirement Community,,,,18 Jacobson Drive,,,Lively,P3Y1P7,2024/06/25 13:36:47+00,2024/06/25 12:01:58+00,2024/06/25 21:54:59+00,2168529
-75.8394996,45.193583,319883416,5604438,Pharmacy,Retail Pharmacy,Richmond Village Pharmacy,,,,6146 Perth Street,,,Richmond,K0A2Z0,2024/06/25 13:37:21+00,2024/06/25 11:51:41+00,2024/06/25 21:54:59+00,2168545
-79.4409356,43.7032154,319880657,665998,Pharmacy,Retail Pharmacy,Sobeys Pharmacy #7247,,,,145 Marlee Ave,,,Toronto,M6B3H3,2024/06/25 13:36:07+00,2024/06/25 11:45:51+00,2024/06/25 21:54:59+00,2168561
-79.2035225,45.3384991,319885358,8057899,Pharmacy,Retail Pharmacy,Muskoka Medical Centre Phcy,,,,348 Muskoka Road  3 N,101,,Huntsville,P1H1H8,2024/06/25 13:33:31+00,2024/06/25 11:55:52+00,2024/06/25 21:54:59+00,2168577
-78.6904118,43.9117023,319880931,1208393,Pharmacy,Home for Special Care,Gust Residence,,,,138 Queen Street,,,Bowmanville,L1C1M9,2024/06/25 13:37:41+00,2024/06/25 11:46:27+00,2024/06/25 21:54:59+00,2168593
-79.3717696,43.6613594,319880328,99459,HIV/AIDS and Hep C Programs,CBAESP,Toronto People With AIDS Foundation,,,,200 Gerrard Street East,2nd Floor,Practice Location,Toronto,M5A2E6,2024/06/25 13:36:15+00,2024/06/25 11:45:07+00,2024/06/25 21:54:59+00,2168609
-81.3303391,42.9586596,319885931,8694157,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1065,,,,1224 Commissioners Road  W,,,London,N6K1C7,2024/06/25 13:37:03+00,2024/06/25 11:57:01+00,2024/06/25 21:54:59+00,2168625
-80.3703983,43.7087605,319888057,T0031,Licenced Retirement Home,,Caressant Care - Fergus,,,,450 Queen Street East,,,Fergus,N1M2Y7,2024/06/25 13:33:06+00,2024/06/25 12:03:35+00,2024/06/25 21:54:59+00,2168641
-79.2488237,43.7366014,319883726,6023750,Pharmacy,Retail Pharmacy,Rexall #901,,,,2682 Eglinton Avenue East,,,Scarborough,M1K2S3,2024/06/25 13:33:50+00,2024/06/25 11:52:19+00,2024/06/25 21:54:59+00,2168657
-79.4294936,43.6417734,319887374,9000000164,HIV/AIDS and Hep C Programs,"AT site, HIV POC Testing","Parkdale Queen West Community Health Centre, Queen Site",,,,1229 Queen Street West,,Practice Location,Toronto,M6K1L2,2024/06/25 13:36:50+00,2024/06/25 12:01:24+00,2024/06/25 21:54:59+00,2168673
-75.6824277,45.4376919,319887689,N0407,Licenced Retirement Home,,Chartwell Rockcliffe Retirement Residence,,,,100 Island Lodge Road,,,Ottawa,K1N0A2,2024/06/25 13:33:15+00,2024/06/25 12:02:22+00,2024/06/25 21:54:59+00,2168689
-76.2534785,44.9045451,319884973,7559117,Pharmacy,Retail Pharmacy,Perth Family Pharmacy,,,,14 Isabelle Street,,,Perth,K7H2W6,2024/06/25 13:33:39+00,2024/06/25 11:54:56+00,2024/06/25 21:54:59+00,2168705
-79.9100633,44.7402283,319878248,3910,Licensed Lab and Specimen Collection Centre Locations,Licensed Specimen Collection Centre Location,Dynacare,,,,240 Old Penetanguishene Road,,Practice Address,Midland,L4R0E8,2024/06/25 13:34:44+00,2024/06/25 11:40:18+00,2024/06/25 21:54:59+00,2168721
-79.0579117,43.8542984,319886148,8934193,Pharmacy,Retail Pharmacy,Pickering Village Pharmacy,,,,59 Old Kingston Road,,,Ajax,L1T3A5,2024/06/25 13:37:00+00,2024/06/25 11:57:32+00,2024/06/25 21:54:59+00,2168737
-80.9002352,43.1549626,319886984,9623437,Pharmacy,Retail Pharmacy,Embro Family Pharmacy,,,,104 Commissioner Street,,,Embro,N0J1J0,2024/06/25 13:35:12+00,2024/06/25 11:59:58+00,2024/06/25 21:54:59+00,2168753
-79.7431895,43.7519554,319886613,9344195,Pharmacy,Retail Pharmacy,Sunnymeadow Pharmacy,,,,50 Sunny Meadow Boulevard,100,,Brampton,L6R0Y7,2024/06/25 13:33:20+00,2024/06/25 11:59:07+00,2024/06/25 21:54:59+00,2168769
-75.7099547,45.4091019,319880254,52893,HIV/AIDS and Hep C Programs,"CBAESP, AT Site, HR Program, HIV POC Testing",Somerset West Community Health Centre,,,,55 Eccles Street,,Practice Location,Ottawa,K1R6S3,2024/06/25 13:34:14+00,2024/06/25 11:44:58+00,2024/06/25 21:54:59+00,2168785
-75.6752667,45.3879409,319883856,6158150,Pharmacy,Retail Pharmacy,1355 Bank Street Pharmacy,,,,1355 Bank Street,,,Ottawa,K1H8K7,2024/06/25 13:33:45+00,2024/06/25 11:52:36+00,2024/06/25 21:54:59+00,2168801
-79.2314726,43.8856564,319883791,6088351,Pharmacy,Long Term Care Facility,Chartwell Woodhaven Ltc Reside,,,,380 Church Street,,,Markham,L6B1E1,2024/06/25 13:33:46+00,2024/06/25 11:52:27+00,2024/06/25 21:54:59+00,2168817
-79.2445417,42.9920495,319879923,17899,Mental Health and Addiction Organization,Mental Health Services,Regional Municipality of Niagara,,,,200 Division Street,,Practice Location,Welland,L3B4A2,2024/06/25 13:34:21+00,2024/06/25 11:44:11+00,2024/06/25 21:54:59+00,2168833
-82.9216722,46.1879792,319879755,12720,Mental Health and Addiction Organization,Mental Health Services,Health Sciences North,Horizon santé-Nord,,,525 Causley Street,Blind River District Health Centre,Practice Location,Blind River,P0R1B0,2024/06/25 13:36:20+00,2024/06/25 11:43:47+00,2024/06/25 21:54:59+00,2168849
-78.9582524,43.9131098,319878939,4425,Long-Term Care Home,For-Profit,The Village of Taunton Mills,,,,3800 Brock Street North,,,Whitby,L1R3A5,2024/06/25 13:36:31+00,2024/06/25 11:42:01+00,2024/06/25 21:54:59+00,2168865
-79.3635726,43.8318054,319884346,6804274,Pharmacy,Retail Pharmacy,Sentrex Pharmacy Group,,,,250 Sheilds Court,3,,Markham,L3R9W7,2024/06/25 13:35:36+00,2024/06/25 11:53:34+00,2024/06/25 21:54:59+00,2168881
-79.2580926,43.8546274,319882499,4240397,Pharmacy,Retail Pharmacy,Markham Healthplex Pharmacy,,,,5995 14Th Ave,Unit A2B,,Markham,L3S0A2,2024/06/25 13:33:58+00,2024/06/25 11:49:54+00,2024/06/25 21:54:59+00,2168897
-77.1157402,45.8250339000001,319877214,2086,Mental Health and Addiction Organization,Addiction Services,Pathways Alcohol and Drug Treatment Services of Renfrew County,,,,130 Pembroke Street West,"Gallery 2000, 2nd Floor",Practice Location,Pembroke,K8A5M8,2024/06/25 13:34:53+00,2024/06/25 11:37:54+00,2024/06/25 21:54:59+00,2168913
-79.2395325,43.7948934,319885514,8219102,Integrated Community Health Services Centre,"General Ultrasound, Bone Mineral DXA, Mammography, Radiography",True North Imaging,,,,1780 Markham Road,,,Scarborough,M1B2W2,2024/06/25 13:35:28+00,2024/06/25 11:56:11+00,2024/06/25 21:54:59+00,2168929
-79.4237796,43.6626144,319886145,8931276,Pharmacy,Retail Pharmacy,Ossington Medical Pharmacy,,,,836 Bloor Street  W,,,Toronto,M6G1M2,2024/06/25 13:37:00+00,2024/06/25 11:57:32+00,2024/06/25 21:54:59+00,2168945
-78.6770098,43.9112543,319883550,5783752,Pharmacy,Retail Pharmacy,Bowanville Clinic Pharmacy Ltd,,,,222 King Street  East,1106,,Bownmanville,L1C1P6,2024/06/25 13:37:19+00,2024/06/25 11:51:57+00,2024/06/25 21:54:59+00,2168961
-79.6753155,44.4105293,319881531,2377671,Pharmacy,Retail Pharmacy,Procare Pharmacy Ltd,,,,125 Bell Farm Road,105,,Barrie,L4M6L2,2024/06/25 13:36:05+00,2024/06/25 11:47:47+00,2024/06/25 21:54:59+00,2168977
-76.4841005,44.2290402,319880028,30210,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Addiction & Mental Health Services - Kingston Frontenac Lennox & Addington (AMHS - KFLA),,,,107 Wellington Street,,Practice Location,Kingston,K7L3C6,2024/06/25 13:34:19+00,2024/06/25 11:44:27+00,2024/06/25 21:54:59+00,2169009
-80.0689641,46.9833799,319879016,4478,Community Support Services,,Temagami First Nation,,Temagami Temagami First Nation,,Bear Island,,,Temagami,P0H1C0,2024/06/25 13:36:28+00,2024/06/25 11:42:13+00,2024/06/25 21:54:59+00,2169025
-79.4075549,43.7881445,319876967,1321,Long-Term Care Home,Municipal,Cummer Lodge,,,,205 Cummer Avenue,,,North York,M2M2E8,2024/06/25 13:34:57+00,2024/06/25 11:37:21+00,2024/06/25 21:54:59+00,2169041
-75.6161863,45.3893891,319882426,4139984,Integrated Community Health Services Centre,Midwifery,Ottawa Birth and Wellness Centre,,,,2260 Walkley Road,,,Ottawa,K1G6A8,2024/06/25 13:33:59+00,2024/06/25 11:49:44+00,2024/06/25 21:54:59+00,2169057
-79.3578286,44.3042493,319887210,9000000064,Seniors Active Living Centre,,Sutton Senior Citizens Club,,,,1 Market Square,,,Sutton West,L0E1R0,2024/06/25 13:35:06+00,2024/06/25 12:00:44+00,2024/06/25 21:54:59+00,2169073
-75.7310347,45.403002,319877682,3157,Mental Health and Addiction Organization,Mental Health Services,Family Services ˆ la famille Ottawa,,,,312 Parkdale Avenue,1 Community Place,Administration and Practice Location,Ottawa,K1Y4X5,2024/06/25 13:36:36+00,2024/06/25 11:39:00+00,2024/06/25 21:54:59+00,2169089
-79.4242042,44.5977466000001,319880793,938961,Integrated Community Health Services Centre,Ophthalmic Ultrasound,Dr. Donald R. Nixon,,,,190 Memorial Avenue,,,Orillia,L3V5X6,2024/06/25 13:37:43+00,2024/06/25 11:46:11+00,2024/06/25 21:54:59+00,2169105
-79.9854095,43.2194135,319883185,5302157,Pharmacy,Retail Pharmacy,Shoppers Drug Mart #1044,,,,47 Wilson Street West,,,Ancaster,L9G1N1,2024/06/25 13:35:44+00,2024/06/25 11:51:12+00,2024/06/25 21:54:59+00,2169121
-82.4252114,52.9227392,319887221,9000000070,Midwifery Clinic,Main,Neepeeshowan Midwives,,,,103 Pine Street,Postal Office Box 224,Practice Location,Attawapiskat,P0L1A0,2024/06/25 13:36:53+00,2024/06/25 12:00:47+00,2024/06/25 21:54:59+00,2169137
-79.7207255,43.6783084,319883301,5438797,Pharmacy,Retail Pharmacy,Wellmedica Pharmacy,,,,90 Resolution Drive,2,,Brampton,L6W0A7,2024/06/25 13:37:23+00,2024/06/25 11:51:26+00,2024/06/25 21:54:59+00,2169153
-80.2706593,43.5458345,319882031,3398353,Pharmacy,Retail Pharmacy,Willow Pharmacy,,,,8 Willow Road,47,,Guelph,N1H1W3,2024/06/25 13:37:36+00,2024/06/25 11:48:52+00,2024/06/25 21:54:59+00,2169169
-80.9953398,46.495401,319880555,436807,Nurse Practitioner-Led Clinic,Site,Sudbury District Nurse Practitioner Clinics,,,,30 Street e Anne Road,3rd Floor,,Sudbury,P3C5E1,2024/06/25 13:36:10+00,2024/06/25 11:45:37+00,2024/06/25 21:54:59+00,2169185
-79.4474616,43.6766604,319877473,2741,Mental Health and Addiction Organization,Addiction Services and Mental Health Services,Reconnect Community Health Services,,,,1281  St. Clair Avenue West,,Administration and Practice Location,Toronto,M6E1B8,2024/06/25 13:36:42+00,2024/06/25 11:38:33+00,2024/06/25 21:54:59+00,2169201
-84.3295107,46.5088492,319887801,N0581,Licenced Retirement Home,,Windsor Place Retirement Residence,,,,617 Queen Street East,,,Sault Ste. Marie,P6A2A6,2024/06/25 13:33:12+00,2024/06/25 12:02:44+00,2024/06/25 21:54:59+00,2169217
-79.4721345,44.2438783,319885059,7659795,Pharmacy,Retail Pharmacy,Keswick Medical Pharmacy,,,,198 Church Street,,,Keswick,L4P1J7,2024/06/25 13:33:38+00,2024/06/25 11:55:13+00,2024/06/25 21:54:59+00,2169233
-80.7537262,43.1086426,319878357,4028,Licensed Lab and Specimen Collection Centre Locations,Licensed  Hospital Lab Location,Woodstock General Hospital,,,,310 Juliana Drive,,"Billing, Administration, & Practice Address",Woodstock,N4V0A4,2024/06/25 13:34:42+00,2024/06/25 11:40:32+00,2024/06/25 21:54:59+00,2169249
-79.7880005,43.7067584,319883867,6177237,Pharmacy,Retail Pharmacy,Rexall,,,,10035 Hurontario Street,,,Brampton,L6Z0E6,2024/06/25 13:33:45+00,2024/06/25 11:52:38+00,2024/06/25 21:54:59+00,2169265
-80.936685,44.5662343,319877296,2243,Mental Health and Addiction Organization,Addiction Services,Canadian Mental Health Association (CMHA) Grey Bruce,,,,509 9th Avenue East,,Practice Location,Owen Sound,N4K3E2,2024/06/25 13:34:50+00,2024/06/25 11:38:07+00,2024/06/25 21:54:59+00,2169281
